"","gene","s0"
"1","TINAGL1",0.168970267800271
"2","C8B",0.191866519357072
"3","PTGER3",0.531466081758289
"4","BCL10",0.781940910869385
"5","TGFBR3",-0.646040135468466
"6","ARHGAP29",-0.367822300665165
"7","CNN3",-0.573076202154234
"8","PIFO",1.05221772858979
"9","CIART",0.365490076011173
"10","AQP10",0.437185727291468
"11","HSD17B7",0.841891256512175
"12","CENPL",-2.46419562798492
"13","PHLDA3",2.05147063897629
"14","SOX13",-0.25844090390477
"15","IL24",-0.992383826446427
"16","WNT9A",0.633076500143589
"17","GCSAML",0.287691188940595
"18","PXDN",0.601960266614298
"19","MAT2A",0.278842160301024
"20","RGPD8",0.264306690825073
"21","TMEM37",0.140941034105157
"22","LYPD1",0.939938329322015
"23","RAPGEF4",-0.277732449088605
"24","DIRC1",0.893520030964153
"25","RAPH1",-0.134225074390195
"26","SLC19A3",-0.231556695541719
"27","CHL1",1.85984345120367
"28","ZNF385D",-0.216702293906988
"29","RBMS3",0.172802749406281
"30","TUSC2",1.29826670049064
"31","MANF",-2.63052742988746
"32","RPP14",1.30201819249865
"33","MAGI1",-0.299762720595392
"34","RBP2",0.463874829777223
"35","IL12A",0.470814273553491
"36","OSTN",-0.298779468940296
"37","CCDC50",-0.208882896975155
"38","NCBP2",0.707277916998198
"39","LDB2",-0.477030812014227
"40","APBB2",-0.490708902336271
"41","SGCB",0.633540067493584
"42","SPATA18",-0.192872621718783
"43","PDCL2",-4.1030332086625
"44","PITX2",0.71216620118878
"45","C4orf3",0.159430200672259
"46","SH3D19",-0.284426541284973
"47","ASIC5",0.298738481119758
"48","TDO2",0.176679859830235
"49","HPGD",1.74730409581115
"50","C4orf47",1.0079713670529
"51","FAT1",-0.384956240945307
"52","C5orf49",1.00913619356628
"53","FBXL7",-0.249243812607254
"54","PRDM9",0.143483586942404
"55","TTC23L",1.04621106903845
"56","UGT3A1",0.241476431083781
"57","LIFR",-0.148622690581262
"58","MROH2B",-0.423089448130316
"59","C6",-0.130668981331717
"60","SPATA9",-2.77535184127896
"61","MCC",-0.139585658296558
"62","HARS2",0.260867105176408
"63","PCDH1",-0.15525434310351
"64","SPRY4",1.03016561185727
"65","SMIM23",-1.48382771194272
"66","ABT1",0.406763056444089
"67","HIST1H2BN",-1.21071604618385
"68","COL12A1",0.141754863914346
"69","COX7A2",0.601620078548303
"70","LYRM2",0.919101313326605
"71","SLC22A16",-1.02569680348616
"72","ARMT1",0.406065281841732
"73","ESR1",-0.100039897233398
"74","CHCHD2",0.117270586896165
"75","ZNF680",-0.309243889178703
"76","CALCR",-0.70878793340194
"77","DOCK4",-0.322930552129537
"78","FAM131B",0.622196168422395
"79","TMEM176B",0.457988245567327
"80","MTMR7",-0.346352700534986
"81","MTUS1",-0.540488466842921
"82","STMN4",-1.15600166377062
"83","TEX15",-0.304283795714618
"84","SDC2",-0.735087669965982
"85","FAM84B",1.74149475959117
"86","KHDRBS3",-0.388846092523737
"87","VLDLR",0.927184735511953
"88","NUTM2F",-1.30582911182291
"89","PTPN3",-0.140581826910308
"90","DPM2",-2.60415742436166
"91","OR13A1",0.125874636348435
"92","ASAH2B",1.43473503915007
"93","FAM13C",-0.194684802440925
"94","TMEM26",1.19205419347899
"95","PRF1",-0.341979466127852
"96","GHITM",0.599719493261893
"97","LIPK",0.213967215458191
"98","TBC1D12",-0.305338791615027
"99","CALHM3",-0.363421904011253
"100","PDE3B",-0.399674233730271
"101","CYP2R1",0.115688934080947
"102","MS4A5",-0.381892519667368
"103","CATSPER1",0.336744926520492
"104","CCDC90B",1.31349527454762
"105","PGR",0.27623250414255
"106","TPI1",-2.66490506593469
"107","SLCO1B1",0.371808066085025
"108","ALG10",0.331825919713736
"109","RDH16",0.475528229425904
"110","LRIG3",-0.122905299375909
"111","NR1H4",-0.216455421671702
"112","ARL1",0.814921268455906
"113","TMEM132C",0.131188332481525
"114","RP13_672B3.2",0.329197885627381
"115","C1QTNF9B",-0.512001737278957
"116","PCDH17",0.362982936971803
"117","NDFIP2",-0.198557866764167
"118","SIX4",1.49965318443551
"119","SLC8A3",0.272099954442539
"120","SERPINA9",-0.774535611864395
"121","TJP1",-0.20017061595845
"122","LEO1",1.84683178467713
"123","TICRR",0.204398952295145
"124","ADAMTS17",-0.484712483631236
"125","ACSM5",-0.10767901638342
"126","SETD6",3.14888123884869
"127","SDR42E1",0.199859848061751
"128","HSBP1",1.4748819488689
"129","TSR1",1.3004354415033
"130","KCNAB3",-0.179475383565086
"131","ODF4",-0.64123719496737
"132","SOST",0.546203756419601
"133","COX11",0.322903829093656
"134","CSH2",-2.37491985141344
"135","ZNF396",3.45516498152912
"136","CDH19",-1.86865463266341
"137","SHD",0.62793482787394
"138","ZNF812",-2.64141022450565
"139","OR7A5",-0.410749578972637
"140","COX6B1",1.39845135637169
"141","DYRK1B",0.430590649784413
"142","SULT2A1",0.258959224308254
"143","CTB_60B18.6",-0.82381714514456
"144","SIGLEC7",-0.639212389187646
"145","ZNF320",-0.412222730605349
"146","ZNF784",0.26759373706741
"147","ZNF71",0.277644524081812
"148","ZNF460",-0.343327775243587
"149","ZNF606",0.410540470493333
"150","BMP2",-1.09281831342102
"151","SNRPB2",0.102036652943894
"152","EIF2S2",0.821722021726672
"153","SPAG4",0.292902997072017
"154","WFDC5",-0.579184695997498
"155","CDH4",-0.500345402942009
"156","N6AMT1",0.904535382915029
"157","MYO18B",-0.53378235342792
"158","RFPL3S",-1.14445603344464
"159","CACNA1I",0.360567660755576
