"","gene","s0"
"1","PTGER3",0.231278160474032
"2","BCL10",0.310172159216371
"3","TGFBR3",-0.392080608719864
"4","ARHGAP29",-0.192614525981326
"5","CNN3",-0.440803882560151
"6","PIFO",0.684146037594238
"7","HSD17B7",0.306392047328276
"8","CENPL",-2.16362699144571
"9","PHLDA3",1.91692524948267
"10","IL24",-0.521294404955772
"11","WNT9A",0.480750164845516
"12","LYPD1",0.522308210274067
"13","DIRC1",0.816012369059609
"14","SLC19A3",-0.18964035543217
"15","CHL1",1.8922964571424
"16","TUSC2",1.19165169315511
"17","MANF",-1.71774916866369
"18","RPP14",0.895195754154766
"19","MAGI1",-0.341604014755639
"20","IL12A",0.311341023019509
"21","OSTN",-0.185539626516802
"22","NCBP2",0.30090035244414
"23","LDB2",-0.390297808397251
"24","APBB2",-0.232356706745549
"25","SGCB",0.271940512488944
"26","PDCL2",-3.95461986643389
"27","PITX2",0.661073812577302
"28","HPGD",1.51702143520774
"29","C4orf47",0.622161486481544
"30","FAT1",-0.308714283556738
"31","C5orf49",0.872353166636905
"32","FBXL7",-0.202618897731018
"33","TTC23L",0.520603024386967
"34","MROH2B",-0.273699428798917
"35","SPATA9",-2.2516623098994
"36","RGMB",-0.139026039887138
"37","SPRY4",0.589584866262401
"38","SMIM23",-0.688731596634508
"39","HIST1H2BN",-0.772485053435493
"40","COX7A2",0.250829564361496
"41","LYRM2",0.474142635411218
"42","SLC22A16",-0.715262196240671
"43","CALCR",-0.261525005251795
"44","FAM131B",0.192489925292248
"45","MTUS1",-0.300561690552563
"46","STMN4",-1.09840090330196
"47","SDC2",-0.753028767882307
"48","FAM84B",1.24260766720001
"49","KHDRBS3",-0.390752962974304
"50","VLDLR",0.24341510547304
"51","NUTM2F",-1.04319871821148
"52","DPM2",-2.65637164143842
"53","ASAH2B",1.46796460872186
"54","FAM13C",-0.140660933787949
"55","TMEM26",0.718244282390825
"56","GHITM",0.353432649297789
"57","CALHM3",-0.419240236079247
"58","PDE3B",-0.229339250137937
"59","CCDC90B",1.11608465480105
"60","PGR",0.199020837827151
"61","TPI1",-2.53377880547716
"62","RDH16",0.265406428065463
"63","LRIG3",-0.104603908535147
"64","ARL1",0.27828114477725
"65","SIX4",1.17612416908989
"66","SERPINA9",-0.35876340779079
"67","LEO1",1.05659201388044
"68","ADAMTS17",-0.283734072956465
"69","SETD6",2.61804478518083
"70","HSBP1",1.01399438873759
"71","TSR1",0.742028182566425
"72","ODF4",-0.352497233257497
"73","SOST",0.387059773309243
"74","CSH2",-2.21236155560634
"75","ZNF396",3.14563714096896
"76","CDH19",-1.7104015749438
"77","SHD",0.243644153635409
"78","ZNF812",-2.41055937343901
"79","COX6B1",1.20228377465616
"80","ZNF320",-0.22604139932914
"81","ZNF606",0.258343509700237
"82","BMP2",-0.841956452342549
"83","EIF2S2",0.381714605646436
"84","CDH4",-0.294118564479952
"85","N6AMT1",0.174600313577727
"86","RFPL3S",-0.848254748930359
