"","gene","s0"
"1","TINAGL1",0.146313552645493
"2","C8B",0.148692292796563
"3","PTGER3",0.39886847325954
"4","BCL10",0.558315898532244
"5","TGFBR3",-0.48685024416487
"6","ARHGAP29",-0.293035440858225
"7","CNN3",-0.393566684379001
"8","PIFO",0.838661737978207
"9","CIART",0.305562636783964
"10","AQP10",0.313533788296465
"11","HSD17B7",0.622881899106218
"12","CENPL",-1.97356358740554
"13","PHLDA3",1.65062132583995
"14","SOX13",-0.204581080873092
"15","IL24",-0.803301755964969
"16","WNT9A",0.483922265879231
"17","GCSAML",0.243174890882929
"18","PXDN",0.471791403583707
"19","MAT2A",0.280627002830232
"20","RGPD8",0.271393623929126
"21","TMEM37",0.194217829796322
"22","LYPD1",0.729964802950155
"23","RAPGEF4",-0.201436349372914
"24","DIRC1",0.698156969923156
"25","SLC19A3",-0.213435279193615
"26","CHL1",1.54370589267587
"27","ZNF385D",-0.205446655528083
"28","RBMS3",0.102850401633334
"29","TUSC2",1.11745705630946
"30","MANF",-1.96789607287411
"31","RPP14",1.11066037357592
"32","MAGI1",-0.241987608393491
"33","RBP2",0.358942673683718
"34","IL12A",0.495158994139592
"35","OSTN",-0.233562950653324
"36","CCDC50",-0.169252029205342
"37","NCBP2",0.632752134540113
"38","LDB2",-0.370273210923646
"39","APBB2",-0.393935721303777
"40","SGCB",0.498028096004629
"41","SPATA18",-0.186539994868698
"42","PDCL2",-3.19468371600431
"43","PITX2",0.594872965097498
"44","C4orf3",0.156614405874643
"45","SH3D19",-0.229846179072373
"46","ASIC5",0.256420698068089
"47","TDO2",0.173989012169614
"48","HPGD",1.43517402186455
"49","C4orf47",0.803060020105472
"50","FAT1",-0.268913936907854
"51","C5orf49",0.816684443129609
"52","FBXL7",-0.201127092513583
"53","PRDM9",0.157619758851864
"54","TTC23L",0.812839163967237
"55","UGT3A1",0.1479056698633
"56","LIFR",-0.111188214652943
"57","MROH2B",-0.310279538172506
"58","C6",-0.12138558486428
"59","SPATA9",-2.14359111328233
"60","MCC",-0.107032006297097
"61","HARS2",0.255632192822978
"62","PCDH1",-0.133900652121271
"63","SPRY4",0.805274200742076
"64","SMIM23",-1.19157790234472
"65","ABT1",0.391337274935675
"66","HIST1H2BN",-0.998868215042276
"67","COL12A1",0.111905816798708
"68","COX7A2",0.592981616412888
"69","LYRM2",0.83070579713113
"70","SLC22A16",-0.834240137523036
"71","ARMT1",0.289357215879036
"72","ZNF680",-0.226174300164135
"73","CALCR",-0.58326779647803
"74","DOCK4",-0.248190447960483
"75","FAM131B",0.471701673422328
"76","TMEM176B",0.305235731863955
"77","MTMR7",-0.266504073632276
"78","MTUS1",-0.401527579631596
"79","STMN4",-0.977806702228223
"80","TEX15",-0.246922391991113
"81","SDC2",-0.549861216911923
"82","FAM84B",1.34343633697018
"83","KHDRBS3",-0.288216976083285
"84","VLDLR",0.689463054640261
"85","NUTM2F",-1.08986854041634
"86","DPM2",-2.09190902433589
"87","SKIDA1",0.154350833091429
"88","OR13A1",0.133527921234938
"89","ASAH2B",1.13222488275481
"90","FAM13C",-0.201512270353908
"91","TMEM26",0.915717425972405
"92","PRF1",-0.262765439483762
"93","GHITM",0.432681186955984
"94","LIPK",0.230094995557007
"95","TBC1D12",-0.22685995510911
"96","CALHM3",-0.363706297879069
"97","PDE3B",-0.348676164585997
"98","MS4A5",-0.406599788043073
"99","CATSPER1",0.2565578996814
"100","CCDC90B",1.04161587073385
"101","PGR",0.179595390875051
"102","YAP1",-0.103819806258848
"103","TPI1",-2.1507588974121
"104","SLCO1B1",0.221609450066171
"105","ALG10",0.207934286983497
"106","RDH16",0.400553063696973
"107","LRIG3",-0.123398100771137
"108","NR1H4",-0.171640820094046
"109","ARL1",0.691731555276957
"110","RP13_672B3.2",0.293009865799154
"111","C1QTNF9B",-0.404760800285318
"112","PCDH17",0.301260250241347
"113","NDFIP2",-0.135372342271306
"114","SIX4",1.19878469273505
"115","SLC8A3",0.213240243042572
"116","SERPINA9",-0.559233033168635
"117","TJP1",-0.132471370524196
"118","LEO1",1.4074342936574
"119","TICRR",0.112525095116518
"120","ADAMTS17",-0.336031412120019
"121","SETD6",2.43224033925414
"122","SDR42E1",0.125477666486005
"123","HSBP1",1.2561073495025
"124","TSR1",0.938236034167121
"125","KCNAB3",-0.194714868247514
"126","ODF4",-0.574807250159642
"127","SOST",0.470595715912698
"128","COX11",0.357327990302153
"129","CSH2",-1.98615850730097
"130","ZNF396",2.70347042316476
"131","CDH19",-1.4500526796176
"132","SHD",0.535980258178751
"133","ZNF812",-2.10454785180555
"134","OR7A5",-0.30333754265844
"135","COX6B1",1.14604273082849
"136","DYRK1B",0.325593292648954
"137","SULT2A1",0.225259404450603
"138","CTB_60B18.6",-0.685743839177819
"139","SIGLEC7",-0.503103437947421
"140","ZNF320",-0.388316328932627
"141","ZNF784",0.214709911603154
"142","ZNF71",0.241712514749041
"143","ZNF460",-0.249481777451258
"144","ZNF606",0.413422555978749
"145","BMP2",-0.819716378182662
"146","EIF2S2",0.655852524348853
"147","SPAG4",0.275538379551683
"148","WFDC5",-0.433178716230399
"149","CDH4",-0.412116171803018
"150","N6AMT1",0.799378467282764
"151","MYO18B",-0.416493378465889
"152","RFPL3S",-0.956457929015001
"153","CACNA1I",0.277715220108431
